date,time,commit,violations
2020-08-04,12:01:15,dc5ed9cff460baa526800de8acb2466926014ed8,2
2020-09-17,14:17:20,7f9730afd44cbde0ea9574138e8278d6103ef05a,2
2020-09-22,11:43:11,e274f617e1f9bd477b9a621ca9f0708ae0a28491,2
2020-11-25,12:39:42,02227962b1a3f450b64cc23dced2160c5eec307a,2
2020-11-25,14:35:13,b4d7151f81f82113bbc34816f901db15374260a4,2
2021-05-02,14:09:31,4ece7f114ff09f8b76dd37d27000bbd84a689da3,2
2021-07-15,09:32:59,c276dd6644fb6e205ef4e9dd799352383640f45c,2
2021-09-06,15:17:43,132ab9ba06b4f090f109b3abf663ee7f1d064a46,-4
2021-09-06,17:04:18,cd21ed86413d28551e810791ea90c948f8f12c5c,-4
2021-09-06,18:44:39,520d753c9841210f9eb6dfa6dc2b9f1518a04b6c,-4
2021-09-06,21:12:47,6cc35f11047ded64f18da8b15f25a6fda46a693a,-4
2021-09-06,23:16:26,d37826ca43d618508314e5d12d13e2b4b6f53700,-4
2021-09-07,00:00:19,7b39a15849df678f0abf6b7406e7e8d22bd1962e,-4
2021-09-07,00:07:44,1ae7051f65e887fca1758a653778d8669e79487a,-4
2021-09-07,00:32:56,057608215e4cebe24ac4329aeb1023429d504128,-4
